1942,Mar-21 7:10 AM BST,Jun-22 3:16 AM BDST,Sep-23 5:17 PM BST,Dec-22 12:39 PM BST
1943,Mar-21 1:03 PM BST,Jun-22 9:12 AM BDST,Sep-23 11:11 PM BST,Dec-22 6:29 PM BST
1944,Mar-20 6:48 PM BST,Jun-21 3:02 PM BDST,Sep-23 5:01 AM BST,Dec-22 12:15 AM BST
1945,Mar-21 12:37 AM BST,Jun-21 8:52 PM BDST,Sep-23 10:50 AM BST,Dec-22 5:03 AM GMT
1946,Mar-21 5:33 AM GMT,Jun-22 1:45 AM BST,Sep-23 4:41 PM BST,Dec-22 10:53 AM GMT
1947,Mar-21 12:13 PM BST,Jun-22 8:19 AM BDST,Sep-23 10:29 PM BST,Dec-22 4:43 PM GMT
1948,Mar-20 5:57 PM BST,Jun-21 1:11 PM BST,Sep-23 4:22 AM BST,Dec-21 10:33 PM GMT
1949,Mar-20 10:48 PM GMT,Jun-21 7:03 PM BST,Sep-23 10:06 AM BST,Dec-22 4:23 AM GMT
1950,Mar-21 4:35 AM GMT,Jun-22 12:36 AM BST,Sep-23 3:44 PM BST,Dec-22 10:13 AM GMT
1951,Mar-21 10:26 AM GMT,Jun-22 6:25 AM BST,Sep-23 9:37 PM BST,Dec-22 4:00 PM GMT
1952,Mar-20 4:13 PM GMT,Jun-21 12:13 PM BST,Sep-23 3:24 AM BST,Dec-21 9:43 PM GMT
1953,Mar-20 10:01 PM GMT,Jun-21 6:00 PM BST,Sep-23 9:06 AM BST,Dec-22 3:31 AM GMT
1954,Mar-21 3:53 AM GMT,Jun-21 11:54 PM BST,Sep-23 2:56 PM BST,Dec-22 9:24 AM GMT
1955,Mar-21 9:35 AM GMT,Jun-22 5:32 AM BST,Sep-23 8:41 PM BST,Dec-22 3:11 PM GMT
1956,Mar-20 3:21 PM GMT,Jun-21 11:24 AM BST,Sep-23 2:35 AM BST,Dec-21 9:00 PM GMT
1957,Mar-20 9:16 PM GMT,Jun-21 5:21 PM BST,Sep-23 8:26 AM BST,Dec-22 2:49 AM GMT
1958,Mar-21 3:05 AM GMT,Jun-21 10:57 PM BST,Sep-23 2:09 PM BST,Dec-22 8:40 AM GMT
1959,Mar-21 8:55 AM GMT,Jun-22 4:50 AM BST,Sep-23 8:08 PM BST,Dec-22 2:34 PM GMT
1960,Mar-20 2:43 PM GMT,Jun-21 10:42 AM BST,Sep-23 1:59 AM BST,Dec-21 8:26 PM GMT
1961,Mar-20 8:32 PM GMT,Jun-21 4:30 PM BST,Sep-23 7:42 AM BST,Dec-22 2:19 AM GMT
1962,Mar-21 2:29 AM GMT,Jun-21 10:24 PM BST,Sep-23 1:36 PM BST,Dec-22 8:15 AM GMT
1963,Mar-21 8:20 AM GMT,Jun-22 4:04 AM BST,Sep-23 7:24 PM BST,Dec-22 2:02 PM GMT
1964,Mar-20 2:10 PM GMT,Jun-21 9:57 AM BST,Sep-23 1:17 AM BST,Dec-21 7:49 PM GMT
1965,Mar-20 8:05 PM GMT,Jun-21 3:56 PM BST,Sep-23 7:06 AM BST,Dec-22 1:40 AM GMT
1966,Mar-21 2:52 AM BST,Jun-21 9:33 PM BST,Sep-23 12:43 PM BST,Dec-22 7:28 AM GMT
1967,Mar-21 8:37 AM BST,Jun-22 3:23 AM BST,Sep-23 6:38 PM BST,Dec-22 1:16 PM GMT
1968,Mar-20 2:22 PM BST,Jun-21 9:13 AM BST,Sep-23 12:26 AM BST,Dec-21 8:00 PM BST
1969,Mar-20 8:08 PM BST,Jun-21 2:55 PM BST,Sep-23 6:07 AM BST,Dec-22 1:44 AM BST
1970,Mar-21 1:56 AM BST,Jun-21 8:43 PM BST,Sep-23 11:59 AM BST,Dec-22 7:36 AM BST
1971,Mar-21 7:38 AM BST,Jun-22 2:19 AM BST,Sep-23 5:45 PM BST,Dec-22 12:24 PM GMT
1972,Mar-20 1:21 PM BST,Jun-21 8:06 AM BST,Sep-22 11:33 PM BST,Dec-21 6:13 PM GMT
1973,Mar-20 7:12 PM BST,Jun-21 2:01 PM BST,Sep-23 5:21 AM BST,Dec-22 12:08 AM GMT
1974,Mar-21 1:06 AM BST,Jun-21 7:37 PM BST,Sep-23 10:59 AM BST,Dec-22 5:56 AM GMT
1975,Mar-21 6:57 AM BST,Jun-22 1:26 AM BST,Sep-23 4:55 PM BST,Dec-22 11:45 AM GMT
1976,Mar-20 11:49 AM GMT,Jun-21 7:24 AM BST,Sep-22 10:48 PM BST,Dec-21 5:35 PM GMT
1977,Mar-20 6:42 PM BST,Jun-21 1:14 PM BST,Sep-23 4:29 AM BST,Dec-21 11:23 PM GMT
1978,Mar-21 12:33 AM BST,Jun-21 7:10 PM BST,Sep-23 10:26 AM BST,Dec-22 5:21 AM GMT
1979,Mar-21 6:22 AM BST,Jun-22 12:56 AM BST,Sep-23 4:16 PM BST,Dec-22 11:10 AM GMT
1980,Mar-20 12:10 PM BST,Jun-21 6:47 AM BST,Sep-22 10:08 PM BST,Dec-21 4:56 PM GMT
1981,Mar-20 5:03 PM GMT,Jun-21 12:45 PM BST,Sep-23 4:05 AM BST,Dec-21 10:51 PM GMT
1982,Mar-20 10:55 PM GMT,Jun-21 6:23 PM BST,Sep-23 9:46 AM BST,Dec-22 4:38 AM GMT
1983,Mar-21 4:39 AM GMT,Jun-22 12:08 AM BST,Sep-23 3:41 PM BST,Dec-22 10:30 AM GMT
1984,Mar-20 10:24 AM GMT,Jun-21 6:02 AM BST,Sep-22 9:33 PM BST,Dec-21 4:23 PM GMT
1985,Mar-20 4:14 PM GMT,Jun-21 11:44 AM BST,Sep-23 3:07 AM BST,Dec-21 10:08 PM GMT
1986,Mar-20 10:03 PM GMT,Jun-21 5:30 PM BST,Sep-23 8:59 AM BST,Dec-22 4:02 AM GMT
1987,Mar-21 3:52 AM GMT,Jun-21 11:11 PM BST,Sep-23 2:45 PM BST,Dec-22 9:46 AM GMT
1988,Mar-20 9:39 AM GMT,Jun-21 4:56 AM BST,Sep-22 8:29 PM BST,Dec-21 3:28 PM GMT
1989,Mar-20 3:28 PM GMT,Jun-21 10:53 AM BST,Sep-23 2:20 AM BST,Dec-21 9:22 PM GMT
1990,Mar-20 9:19 PM GMT,Jun-21 4:33 PM BST,Sep-23 7:55 AM BST,Dec-22 3:07 AM GMT
1991,Mar-21 3:02 AM GMT,Jun-21 10:19 PM BST,Sep-23 1:48 PM BST,Dec-22 8:53 AM GMT
1992,Mar-20 8:48 AM GMT,Jun-21 4:14 AM BST,Sep-22 7:43 PM BST,Dec-21 2:43 PM GMT
1993,Mar-20 2:41 PM GMT,Jun-21 10:00 AM BST,Sep-23 1:22 AM BST,Dec-21 8:26 PM GMT
1994,Mar-20 8:28 PM GMT,Jun-21 3:48 PM BST,Sep-23 7:19 AM BST,Dec-22 2:23 AM GMT
1995,Mar-21 2:15 AM GMT,Jun-21 9:34 PM BST,Sep-23 1:13 PM BST,Dec-22 8:17 AM GMT
1996,Mar-20 8:03 AM GMT,Jun-21 3:24 AM BST,Sep-22 7:00 PM BST,Dec-21 2:06 PM GMT
1997,Mar-20 1:55 PM GMT,Jun-21 9:20 AM BST,Sep-23 12:56 AM BST,Dec-21 8:07 PM GMT
1998,Mar-20 7:54 PM GMT,Jun-21 3:03 PM BST,Sep-23 6:38 AM BST,Dec-22 1:56 AM GMT
1999,Mar-21 1:46 AM GMT,Jun-21 8:49 PM BST,Sep-23 12:31 PM BST,Dec-22 7:44 AM GMT
2000,Mar-20 7:35 AM GMT,Jun-21 2:48 AM BST,Sep-22 6:28 PM BST,Dec-21 1:38 PM GMT
2001,Mar-20 1:31 PM GMT,Jun-21 8:38 AM BST,Sep-23 12:05 AM BST,Dec-21 7:21 PM GMT
2002,Mar-20 7:16 PM GMT,Jun-21 2:25 PM BST,Sep-23 5:55 AM BST,Dec-22 1:14 AM GMT
2003,Mar-21 1:00 AM GMT,Jun-21 8:11 PM BST,Sep-23 11:47 AM BST,Dec-22 7:04 AM GMT
2004,Mar-20 6:48 AM GMT,Jun-21 1:57 AM BST,Sep-22 5:30 PM BST,Dec-21 12:42 PM GMT
2005,Mar-20 12:33 PM GMT,Jun-21 7:46 AM BST,Sep-22 11:23 PM BST,Dec-21 6:35 PM GMT
2006,Mar-20 6:25 PM GMT,Jun-21 1:26 PM BST,Sep-23 5:04 AM BST,Dec-22 12:22 AM GMT
2007,Mar-21 12:07 AM GMT,Jun-21 7:06 PM BST,Sep-23 10:51 AM BST,Dec-22 6:07 AM GMT
2008,Mar-20 5:48 AM GMT,Jun-21 12:59 AM BST,Sep-22 4:44 PM BST,Dec-21 12:04 PM GMT
2009,Mar-20 11:44 AM GMT,Jun-21 6:46 AM BST,Sep-22 10:19 PM BST,Dec-21 5:47 PM GMT
2010,Mar-20 5:32 PM GMT,Jun-21 12:29 PM BST,Sep-23 4:09 AM BST,Dec-21 11:38 PM GMT
2011,Mar-20 11:21 PM GMT,Jun-21 6:16 PM BST,Sep-23 10:04 AM BST,Dec-22 5:30 AM GMT
2012,Mar-20 5:14 AM GMT,Jun-21 12:08 AM BST,Sep-22 3:49 PM BST,Dec-21 11:12 AM GMT
2013,Mar-20 11:02 AM GMT,Jun-21 6:04 AM BST,Sep-22 9:44 PM BST,Dec-21 5:11 PM GMT
2014,Mar-20 4:57 PM GMT,Jun-21 11:51 AM BST,Sep-23 3:29 AM BST,Dec-21 11:03 PM GMT
2015,Mar-20 10:45 PM GMT,Jun-21 5:38 PM BST,Sep-23 9:20 AM BST,Dec-22 4:48 AM GMT
2016,Mar-20 4:30 AM GMT,Jun-20 11:34 PM BST,Sep-22 3:21 PM BST,Dec-21 10:44 AM GMT
2017,Mar-20 10:29 AM GMT,Jun-21 5:24 AM BST,Sep-22 9:02 PM BST,Dec-21 4:28 PM GMT
2018,Mar-20 4:15 PM GMT,Jun-21 11:07 AM BST,Sep-23 2:54 AM BST,Dec-21 10:22 PM GMT
2019,Mar-20 9:58 PM GMT,Jun-21 4:54 PM BST,Sep-23 8:50 AM BST,Dec-22 4:19 AM GMT
2020,Mar-20 3:50 AM GMT,Jun-20 10:43 PM BST,Sep-22 2:31 PM BST,Dec-21 10:02 AM GMT
2021,Mar-20 9:37 AM GMT,Jun-21 4:32 AM BST,Sep-22 8:21 PM BST,Dec-21 3:59 PM GMT
2022,Mar-20 3:33 PM GMT,Jun-21 10:14 AM BST,Sep-23 2:04 AM BST,Dec-21 9:48 PM GMT
2023,Mar-20 9:24 PM GMT,Jun-21 3:57 PM BST,Sep-23 7:50 AM BST,Dec-22 3:27 AM GMT
2024,Mar-20 3:06 AM GMT,Jun-20 9:51 PM BST,Sep-22 1:44 PM BST,Dec-21 9:20 AM GMT
2025,Mar-20 9:01 AM GMT,Jun-21 3:42 AM BST,Sep-22 7:20 PM BST,Dec-21 3:03 PM GMT
2026,Mar-20 2:45 PM GMT,Jun-21 9:25 AM BST,Sep-23 1:05 AM BST,Dec-21 8:50 PM GMT
2027,Mar-20 8:25 PM GMT,Jun-21 3:11 PM BST,Sep-23 7:01 AM BST,Dec-22 2:42 AM GMT
2028,Mar-20 2:17 AM GMT,Jun-20 9:02 PM BST,Sep-22 12:45 PM BST,Dec-21 8:20 AM GMT
2029,Mar-20 8:01 AM GMT,Jun-21 2:48 AM BST,Sep-22 6:38 PM BST,Dec-21 2:14 PM GMT
2030,Mar-20 1:52 PM GMT,Jun-21 8:31 AM BST,Sep-23 12:27 AM BST,Dec-21 8:09 PM GMT
2031,Mar-20 7:41 PM GMT,Jun-21 2:17 PM BST,Sep-23 6:15 AM BST,Dec-22 1:55 AM GMT
2032,Mar-20 1:22 AM GMT,Jun-20 8:09 PM BST,Sep-22 12:11 PM BST,Dec-21 7:56 AM GMT
2033,Mar-20 7:23 AM GMT,Jun-21 2:01 AM BST,Sep-22 5:52 PM BST,Dec-21 1:45 PM GMT
2034,Mar-20 1:17 PM GMT,Jun-21 7:44 AM BST,Sep-22 11:39 PM BST,Dec-21 7:34 PM GMT
2035,Mar-20 7:03 PM GMT,Jun-21 1:33 PM BST,Sep-23 5:39 AM BST,Dec-22 1:31 AM GMT
2036,Mar-20 1:02 AM GMT,Jun-20 7:32 PM BST,Sep-22 11:24 AM BST,Dec-21 7:13 AM GMT
2037,Mar-20 6:50 AM GMT,Jun-21 1:22 AM BST,Sep-22 5:13 PM BST,Dec-21 1:07 PM GMT
2038,Mar-20 12:40 PM GMT,Jun-21 7:09 AM BST,Sep-22 11:02 PM BST,Dec-21 7:02 PM GMT
2039,Mar-20 6:32 PM GMT,Jun-21 12:57 PM BST,Sep-23 4:49 AM BST,Dec-22 12:40 AM GMT
2040,Mar-20 12:11 AM GMT,Jun-20 6:46 PM BST,Sep-22 10:45 AM BST,Dec-21 6:33 AM GMT
2041,Mar-20 6:06 AM GMT,Jun-21 12:36 AM BST,Sep-22 4:26 PM BST,Dec-21 12:18 PM GMT
2042,Mar-20 11:53 AM GMT,Jun-21 6:16 AM BST,Sep-22 10:11 PM BST,Dec-21 6:04 PM GMT
2043,Mar-20 5:27 PM GMT,Jun-21 11:58 AM BST,Sep-23 4:06 AM BST,Dec-22 12:01 AM GMT
2044,Mar-19 11:20 PM GMT,Jun-20 5:51 PM BST,Sep-22 9:48 AM BST,Dec-21 5:44 AM GMT
2045,Mar-20 5:07 AM GMT,Jun-20 11:33 PM BST,Sep-22 3:33 PM BST,Dec-21 11:35 AM GMT
2046,Mar-20 10:58 AM GMT,Jun-21 5:15 AM BST,Sep-22 9:22 PM BST,Dec-21 5:28 PM GMT
2047,Mar-20 4:52 PM GMT,Jun-21 11:03 AM BST,Sep-23 3:08 AM BST,Dec-21 11:07 PM GMT
2048,Mar-19 10:33 PM GMT,Jun-20 4:54 PM BST,Sep-22 9:00 AM BST,Dec-21 5:02 AM GMT
2049,Mar-20 4:28 AM GMT,Jun-20 10:47 PM BST,Sep-22 2:42 PM BST,Dec-21 10:52 AM GMT
2050,Mar-20 10:19 AM GMT,Jun-21 4:33 AM BST,Sep-22 8:28 PM BST,Dec-21 4:38 PM GMT
2051,Mar-20 3:59 PM GMT,Jun-21 10:18 AM BST,Sep-23 2:27 AM BST,Dec-21 10:33 PM GMT
2052,Mar-19 9:56 PM GMT,Jun-20 4:16 PM BST,Sep-22 8:15 AM BST,Dec-21 4:17 AM GMT
2053,Mar-20 3:46 AM GMT,Jun-20 10:04 PM BST,Sep-22 2:06 PM BST,Dec-21 10:09 AM GMT
2054,Mar-20 9:34 AM GMT,Jun-21 3:47 AM BST,Sep-22 7:59 PM BST,Dec-21 4:09 PM GMT
2055,Mar-20 3:28 PM GMT,Jun-21 9:39 AM BST,Sep-23 1:49 AM BST,Dec-21 9:55 PM GMT
2056,Mar-19 9:10 PM GMT,Jun-20 3:28 PM BST,Sep-22 7:39 AM BST,Dec-21 3:51 AM GMT
2057,Mar-20 3:08 AM GMT,Jun-20 9:19 PM BST,Sep-22 1:23 PM BST,Dec-21 9:42 AM GMT
2058,Mar-20 9:04 AM GMT,Jun-21 3:04 AM BST,Sep-22 7:08 PM BST,Dec-21 3:25 PM GMT
2059,Mar-20 2:44 PM GMT,Jun-21 8:46 AM BST,Sep-23 1:03 AM BST,Dec-21 9:18 PM GMT
2060,Mar-19 8:38 PM GMT,Jun-20 2:45 PM BST,Sep-22 6:48 AM BST,Dec-21 3:01 AM GMT
2061,Mar-20 2:25 AM GMT,Jun-20 8:32 PM BST,Sep-22 12:31 PM BST,Dec-21 8:48 AM GMT
2062,Mar-20 8:07 AM GMT,Jun-21 2:11 AM BST,Sep-22 6:20 PM BST,Dec-21 2:42 PM GMT
2063,Mar-20 1:59 PM GMT,Jun-21 8:02 AM BST,Sep-23 12:08 AM BST,Dec-21 8:21 PM GMT
2064,Mar-19 7:38 PM GMT,Jun-20 1:45 PM BST,Sep-22 5:56 AM BST,Dec-21 2:08 AM GMT
2065,Mar-20 1:28 AM GMT,Jun-20 7:32 PM BST,Sep-22 11:42 AM BST,Dec-21 8:00 AM GMT
2066,Mar-20 7:19 AM GMT,Jun-21 1:16 AM BST,Sep-22 5:27 PM BST,Dec-21 1:45 PM GMT
2067,Mar-20 12:54 PM GMT,Jun-21 6:55 AM BST,Sep-22 11:19 PM BST,Dec-21 7:43 PM GMT
2068,Mar-19 6:49 PM GMT,Jun-20 12:53 PM BST,Sep-22 5:07 AM BST,Dec-21 1:32 AM GMT
2069,Mar-20 12:44 AM GMT,Jun-20 6:41 PM BST,Sep-22 10:51 AM BST,Dec-21 7:22 AM GMT
2070,Mar-20 6:34 AM GMT,Jun-21 12:22 AM BST,Sep-22 4:44 PM BST,Dec-21 1:19 PM GMT
2071,Mar-20 12:34 PM GMT,Jun-21 6:20 AM BST,Sep-22 10:38 PM BST,Dec-21 7:03 PM GMT
2072,Mar-19 6:20 PM GMT,Jun-20 12:14 PM BST,Sep-22 4:28 AM BST,Dec-21 12:56 AM GMT
2073,Mar-20 12:13 AM GMT,Jun-20 6:07 PM BST,Sep-22 10:15 AM BST,Dec-21 6:50 AM GMT
2074,Mar-20 6:08 AM GMT,Jun-20 11:58 PM BST,Sep-22 4:03 PM BST,Dec-21 12:35 PM GMT
2075,Mar-20 11:46 AM GMT,Jun-21 5:40 AM BST,Sep-22 9:58 PM BST,Dec-21 6:27 PM GMT
2076,Mar-19 5:38 PM GMT,Jun-20 11:36 AM BST,Sep-22 3:50 AM BST,Dec-21 12:13 AM GMT
2077,Mar-19 11:30 PM GMT,Jun-20 5:23 PM BST,Sep-22 9:35 AM BST,Dec-21 6:00 AM GMT
2078,Mar-20 5:10 AM GMT,Jun-20 10:58 PM BST,Sep-22 3:24 PM BST,Dec-21 11:57 AM GMT
2079,Mar-20 11:00 AM GMT,Jun-21 4:49 AM BST,Sep-22 9:13 PM BST,Dec-21 5:44 PM GMT
2080,Mar-19 4:44 PM GMT,Jun-20 10:34 AM BST,Sep-22 2:56 AM BST,Dec-20 11:32 PM GMT
2081,Mar-19 10:34 PM GMT,Jun-20 4:16 PM BST,Sep-22 8:38 AM BST,Dec-21 5:22 AM GMT
2082,Mar-20 4:30 AM GMT,Jun-20 10:03 PM BST,Sep-22 2:23 PM BST,Dec-21 11:04 AM GMT
2083,Mar-20 10:10 AM GMT,Jun-21 3:43 AM BST,Sep-22 8:11 PM BST,Dec-21 4:53 PM GMT
2084,Mar-19 3:59 PM GMT,Jun-20 9:40 AM BST,Sep-22 1:59 AM BST,Dec-20 10:41 PM GMT
2085,Mar-19 9:53 PM GMT,Jun-20 3:32 PM BST,Sep-22 7:43 AM BST,Dec-21 4:28 AM GMT
2086,Mar-20 3:35 AM GMT,Jun-20 9:09 PM BST,Sep-22 1:32 PM BST,Dec-21 10:22 AM GMT
2087,Mar-20 9:28 AM GMT,Jun-21 3:06 AM BST,Sep-22 7:28 PM BST,Dec-21 4:08 PM GMT
2088,Mar-19 3:16 PM GMT,Jun-20 8:57 AM BST,Sep-22 1:18 AM BST,Dec-20 9:56 PM GMT
2089,Mar-19 9:06 PM GMT,Jun-20 2:43 PM BST,Sep-22 7:07 AM BST,Dec-21 3:52 AM GMT
2090,Mar-20 3:01 AM GMT,Jun-20 8:36 PM BST,Sep-22 12:59 PM BST,Dec-21 9:43 AM GMT
2091,Mar-20 8:41 AM GMT,Jun-21 2:18 AM BST,Sep-22 6:50 PM BST,Dec-21 3:38 PM GMT
2092,Mar-19 2:33 PM GMT,Jun-20 8:14 AM BST,Sep-22 12:41 AM BST,Dec-20 9:31 PM GMT
2093,Mar-19 8:34 PM GMT,Jun-20 2:07 PM BST,Sep-22 6:29 AM BST,Dec-21 3:20 AM GMT
2094,Mar-20 2:21 AM GMT,Jun-20 7:42 PM BST,Sep-22 12:16 PM BST,Dec-21 9:13 AM GMT
2095,Mar-20 8:15 AM GMT,Jun-21 1:38 AM BST,Sep-22 6:11 PM BST,Dec-21 3:00 PM GMT
2096,Mar-19 2:02 PM GMT,Jun-20 7:30 AM BST,Sep-21 11:54 PM BST,Dec-20 8:46 PM GMT
2097,Mar-19 7:48 PM GMT,Jun-20 1:13 PM BST,Sep-22 5:35 AM BST,Dec-21 2:36 AM GMT
2098,Mar-20 1:40 AM GMT,Jun-20 7:03 PM BST,Sep-22 11:24 AM BST,Dec-21 8:20 AM GMT
2099,Mar-20 7:17 AM GMT,Jun-21 12:41 AM BST,Sep-22 5:11 PM BST,Dec-21 2:04 PM GMT
